id	gene_short_name	locus	normal_FPKM	sorafenib-resistant_FPKM
XLOC_017726	-	chr2:88947300-88947603	3.83981	183.995
XLOC_017727	-	chr2:89009976-89010280	0	105.967
XLOC_017728	-	chr2:89117338-89117617	0	35.4804
XLOC_017729	-	chr2:89213419-89213723	0	93.9364
XLOC_017730	-	chr2:89549639-89550363	0.741647	0.182057
XLOC_017731	-	chr2:90100253-90100743	0.398413	66.4159
XLOC_017732	-	chr2:91617281-91659995	0.215717	0.164934
XLOC_017733	-	chr2:94223936-94224595	0.366804	1.87775
XLOC_017734	-	chr2:94224686-94226101	0.522506	1.51796
XLOC_017735	-	chr2:94232375-94233610	0.0429423	0.434142
XLOC_017736	-	chr2:94240291-94241150	0.0748534	0.550849
XLOC_017737	-	chr2:95529939-95533745	0.436836	1.01099
XLOC_017738	-	chr2:95535889-95541133	0.906501	0.615757
XLOC_017739	-	chr2:96870448-96872257	0.244474	0.20143
XLOC_017740	-	chr2:96872430-96873304	0.512624	0.163744
XLOC_017741	-	chr2:97635131-97637207	0.0633753	0.165581
XLOC_017742	-	chr2:98330428-98331512	0.336785	0
XLOC_017743	-	chr2:100817981-100819421	0.306267	0.296459
XLOC_017744	-	chr2:101987850-101988758	0.449468	0.383392
XLOC_017745	-	chr2:102042025-102042534	0	1.50545
XLOC_017746	-	chr2:105329860-105331156	0.127195	0.238993
XLOC_017747	-	chr2:107897604-107898140	0.0723153	1.21255
XLOC_017748	-	chr2:108167135-108315615	2.18851	0
XLOC_017749	-	chr2:108532567-108534069	0.321689	0.516726
XLOC_017750	-	chr2:108882083-108885964	0.497094	0.237368
XLOC_017751	-	chr2:110029423-110031558	0.247223	0.117353
XLOC_017752	-	chr2:110332898-110334581	0.203819	0.0138349
XLOC_017753	-	chr2:110359144-110361525	0.210541	0.0523855
XLOC_017754	-	chr2:111196429-111495262	0.192426	1.05913
XLOC_017755	-	chr2:111196429-111495262	0.475342	2.12423
XLOC_017756	-	chr2:111196429-111495262	1.5894	0.653802
XLOC_017757	-	chr2:112362776-112364656	0.112717	0.138503
XLOC_017758	-	chr2:112786573-112787805	0.236989	0.0778417
XLOC_017759	-	chr2:112838962-112839737	0.673152	0
XLOC_017760	-	chr2:113322466-113424541	0.582272	0.3662
XLOC_017761	-	chr2:113322466-113424541	0.262445	0.40331
XLOC_017762	-	chr2:113322466-113424541	0.0753955	0.130253
XLOC_017763	-	chr2:113322466-113424541	0.179176	0.20005
XLOC_017764	-	chr2:118121520-118122612	0.706889	0.181533
XLOC_017765	-	chr2:119732395-119733452	0.0466799	0.400901
XLOC_017766	-	chr2:120013027-120216401	0.467054	0.0816972
XLOC_017767	-	chr2:120013027-120216401	0.505883	0.0182434
XLOC_017768	-	chr2:120235206-120237031	0.385952	0.124492
XLOC_017769	-	chr2:120303211-120305174	0.428585	0.0230432
XLOC_017770	-	chr2:120344915-120345548	0.388745	0.578182
XLOC_017771	-	chr2:122799979-122801490	0	0.493187
XLOC_017772	-	chr2:126003857-126005205	0.203166	0
XLOC_017773	-	chr2:127298667-127400556	0.783047	0.434538
XLOC_017774	-	chr2:127886330-127893775	0.493892	0.496646
XLOC_017775	-	chr2:128258183-128263461	0.249343	0.482925
XLOC_017776	-	chr2:128448359-128449373	0	0.236909
XLOC_017777	-	chr2:128449769-128450783	0.049446	0.256652
XLOC_017778	-	chr2:130354971-130355810	0.50224	0.618558
XLOC_017779	-	chr2:130914053-130915643	0.209749	0
XLOC_017780	-	chr2:132101352-132101916	1.69438	0
XLOC_017781	-	chr2:134120199-134454624	1.87294	0.606806
XLOC_017782	-	chr2:134120199-134454624	1.30723	0.160513
XLOC_017783	-	chr2:134120199-134454624	0.485109	0.0900116
XLOC_017784	-	chr2:134120199-134454624	0.748197	0.301101
XLOC_017785	-	chr2:134120199-134454624	0.529093	0.132053
XLOC_017786	-	chr2:134120199-134454624	0.687998	0.201368
XLOC_017787	-	chr2:138190043-138191016	0.0610895	0.402847
XLOC_017788	-	chr2:138421156-138421691	0.513783	1.7883
XLOC_017789	-	chr2:138491076-138493330	0.423286	0.268118
XLOC_017790	-	chr2:145099501-145100117	0	1.26699
XLOC_017791	-	chr2:145107995-145108868	0.401491	0.926249
XLOC_017792	-	chr2:145164209-145182378	0.708334	0.687837
XLOC_017793	-	chr2:145190869-145193060	0.100206	0.168272
XLOC_017794	-	chr2:145193735-145195116	0.0236938	0.241104
XLOC_017795	-	chr2:145260567-145261769	0.340596	0.0156804
XLOC_017796	-	chr2:147843262-147844396	0.631165	0.332861
XLOC_017797	MBD5	chr2:147844516-148514099	0.516533	0.485668
XLOC_017798	-	chr2:149857944-149858992	0.3409	0.214422
XLOC_017799	-	chr2:151787501-151789213	0.827403	0.401507
XLOC_017800	-	chr2:153420078-153422674	0.0422142	0.71069
XLOC_017801	-	chr2:153581006-153582218	0.11023	0.690163
XLOC_017802	-	chr2:154487000-154532944	1.47053	0
XLOC_017803	-	chr2:154548968-154550280	1.08609	0
XLOC_017804	-	chr2:154567336-154568293	0.376247	0
XLOC_017805	-	chr2:154630702-154631465	0.877609	0
XLOC_017806	-	chr2:156016560-156017100	0.600876	1.91776
XLOC_017807	-	chr2:156335816-156340317	0.506258	0.207909
XLOC_017808	-	chr2:156340519-156342485	1.21622	0.656493
XLOC_017809	-	chr2:156589716-156591236	0.402152	0.184064
XLOC_017810	-	chr2:157631794-157632856	0.157513	0.567951
XLOC_017811	-	chr2:157725140-157725961	0.385848	0.307389
XLOC_017812	-	chr2:159932023-160062615	0.245756	0.0676605
XLOC_017813	-	chr2:165747802-165842947	0.568707	0
XLOC_017814	-	chr2:165747802-165842947	0.804616	0
XLOC_017815	-	chr2:165747802-165842947	0.685015	0.2701
XLOC_017816	-	chr2:168423899-168425260	0.362759	0.152631
XLOC_017817	-	chr2:169101622-169102785	0.467595	0
XLOC_017818	-	chr2:169105569-169107146	0.309435	0
XLOC_017819	-	chr2:173547187-173548227	0.248092	0.893692
XLOC_017820	-	chr2:173584611-173585448	0.313024	0.560573
XLOC_017821	-	chr2:173609466-173610602	0.290232	0.639986
XLOC_017822	-	chr2:173631053-173631746	0.311409	0.857293
XLOC_017823	-	chr2:173649551-173651233	0.492819	0.292809
XLOC_017824	-	chr2:173661210-173661915	1.12964	0.255044
XLOC_017825	-	chr2:173683536-173684294	0.505799	1.00109
XLOC_017826	-	chr2:173692688-173693662	1.05039	0.219386
XLOC_017827	-	chr2:173698213-173699354	0.114179	0.363248
XLOC_017828	-	chr2:173968502-173969401	0.664783	0.25902
XLOC_017829	-	chr2:175914917-175916437	0.459284	0.410778
XLOC_017830	-	chr2:175916497-175918169	0.440079	0.239873
XLOC_017831	-	chr2:175920016-175920450	2.37753	2.05805
XLOC_017832	-	chr2:176127880-176129114	0.328957	0.30365
XLOC_017833	-	chr2:177210684-177211870	0.165299	0.413639
XLOC_017834	-	chr2:178512122-178517565	1.07803	0.464314
XLOC_017835	-	chr2:182790233-182791199	0.435601	0.0370343
XLOC_017836	-	chr2:182906217-182907190	0.213813	0.549337
XLOC_017837	-	chr2:182909135-182910645	0.379367	0.279464
XLOC_017838	-	chr2:182921555-182922583	0.360925	0.218914
XLOC_017839	-	chr2:183188519-183189729	0.287268	0.0896922
XLOC_017840	-	chr2:183213739-183215183	0.297349	0.420613
XLOC_017841	-	chr2:185541130-185542927	0	0.834285
XLOC_017842	-	chr2:185635237-185636155	0	0.441412
XLOC_017843	-	chr2:185640031-185640983	0.156901	0.66213
XLOC_017844	-	chr2:185986463-185987632	0.250828	0.726113
XLOC_017845	-	chr2:186170568-186171861	0.348129	0.475587
XLOC_017846	-	chr2:186180503-186182273	0.320746	0.255445
XLOC_017847	-	chr2:186336804-186337522	0.155639	0.615512
XLOC_017848	-	chr2:186342869-186344207	0.42297	0.500465
XLOC_017849	-	chr2:186363931-186365121	0.465472	0.334612
XLOC_017850	-	chr2:186514079-186517365	0.321268	0.317688
XLOC_017851	-	chr2:189031914-189225174	0.294646	0
XLOC_017852	-	chr2:189485848-189487988	0.0299752	0.471321
XLOC_017853	-	chr2:190576587-190577494	0.469166	0.0311915
XLOC_017854	-	chr2:190640275-190641496	0.753285	0.743507
XLOC_017855	-	chr2:190642544-190643647	0.611886	0.333896
XLOC_017856	-	chr2:190647479-190648718	0.898768	0.424878
XLOC_017857	-	chr2:190710214-190710782	1.13839	0
XLOC_017858	-	chr2:190714052-190715694	0.220373	0.0177546
XLOC_017859	-	chr2:190716026-190716983	0.344893	0
XLOC_017860	-	chr2:190719470-190720405	0.70627	0
XLOC_017861	-	chr2:190753816-190756064	3.2468	0.0121053
XLOC_017862	-	chr2:190795874-190796874	0.351241	0
XLOC_017863	-	chr2:191241936-191242407	1.56839	0.607255
XLOC_017864	-	chr2:191738027-191738858	0.396192	0.0355608
XLOC_017865	-	chr2:191870891-191871590	0	1.1022
XLOC_017866	-	chr2:193382493-193384267	0	0.138353
XLOC_017867	-	chr2:197713968-197714928	0.0801318	0.306014
XLOC_017868	-	chr2:197716829-197718814	0.374709	0.471642
XLOC_017869	-	chr2:199662788-199664029	1.11338	0.323287
XLOC_017870	-	chr2:200679583-200682430	0.382427	0.291398
XLOC_017871	-	chr2:200966107-200967488	0.45053	0.105998
XLOC_017872	-	chr2:202073254-202238599	0.0539206	0.199347
XLOC_017873	-	chr2:202336232-202337186	0.572454	0.260447
XLOC_017874	-	chr2:202371657-202372618	0.590018	0
XLOC_017875	-	chr2:206850076-206850825	0.239111	0.682201
XLOC_017876	-	chr2:207446921-207447802	0.215203	0.557577
XLOC_017877	-	chr2:207498321-207499223	0.658123	0.196557
XLOC_017878	-	chr2:208498133-208500508	0.378304	0.0137321
XLOC_017879	-	chr2:208823079-208824137	0.356749	0.157601
XLOC_017880	-	chr2:210706222-210707746	0.016172	0.189532
XLOC_017881	-	chr2:210707840-210710820	0.0133306	0.422775
XLOC_017882	-	chr2:212949557-212950251	0.111047	0.657579
XLOC_017883	-	chr2:216208324-216208976	0.565658	0.184902
XLOC_017884	-	chr2:216209077-216210248	0.386185	0.0973865
XLOC_017885	-	chr2:218818614-218819111	17.1711	2.01986
XLOC_017886	-	chr2:222565213-222565834	1.14936	0.101056
XLOC_017887	-	chr2:222566901-222568570	1.25259	0.451828
XLOC_017888	-	chr2:222713606-222715697	0.144638	0.71995
XLOC_017889	-	chr2:222726135-222727320	0.0578534	0.508779
XLOC_017890	-	chr2:223865833-223867099	0.349369	0.467527
XLOC_017891	-	chr2:224439952-224441114	0.327721	0
XLOC_017892	-	chr2:224586104-224587113	0.313896	0.127952
XLOC_017893	-	chr2:225657400-225657871	1.51796	0
XLOC_017894	-	chr2:225665308-225666243	0.357931	0
XLOC_017895	-	chr2:225700770-225703638	0.587723	0.0833088
XLOC_017896	-	chr2:226725162-226725892	0.734209	0.305863
XLOC_017897	-	chr2:226800162-226801836	1.04734	0.800163
XLOC_017898	-	chr2:226806204-226807092	0.503001	0
XLOC_017899	-	chr2:226814128-226815323	0.382626	0.0425646
XLOC_017900	-	chr2:226833323-226833892	0	0.629672
XLOC_017901	-	chr2:231502102-231503390	0.911483	0.264815
XLOC_017902	-	chr2:231705312-231707230	0.674899	0.293429
XLOC_017903	-	chr2:234092703-234098718	8.77533	0.299287
XLOC_017904	-	chr2:234172130-234175104	0.468704	0.0438217
XLOC_017905	-	chr2:234179307-234181913	0.394785	0
XLOC_017906	-	chr2:234183966-234186636	1.6045	0.0120313
XLOC_017907	-	chr2:234803717-234806911	0.557088	0.105325
XLOC_017908	-	chr2:234810293-234811176	0.463405	0.0565417
XLOC_017909	-	chr2:234873183-234875419	2.09667	0.309372
XLOC_017910	-	chr2:237176679-237179080	0.209785	0.00913279
XLOC_017911	-	chr2:240567907-240568369	1.59715	0.817622
XLOC_017912	-	chr2:240991476-240993268	0.372329	0.0701641
XLOC_017913	-	chr2:242087475-242088443	0.827565	0.204333
XLOC_017914	DEFB125	chr20:87671-96573	0	0
XLOC_017915	DEFB126	chr20:142552-145751	0	0
XLOC_017916	DEFB127	chr20:157469-159163	0	0
XLOC_017917	DEFB129	chr20:227257-229886	0	0
XLOC_017918	DEFB132	chr20:257735-261095	0.0127599	0.691608
XLOC_017919	ZCCHC3	chr20:297562-300319	8.93128	10.5714
XLOC_017920	SOX12	chr20:319686-355463	8.24534	13.2052
XLOC_017921	NRSN2	chr20:319686-355463	4.54101	10.8291
XLOC_017922	TRIB3	chr20:380628-397559	36.7206	45.2029
XLOC_017923	RBCK1	chr20:407655-430966	98.0461	68.5008
XLOC_017924	FAM110A	chr20:833696-846279	9.86757	5.61291
XLOC_017925	PSMF1	chr20:1113262-1169003	37.4417	44.0246
XLOC_017926	C20orf202	chr20:1180560-1209052	0.76299	0.179452
XLOC_017927	RAD21L1	chr20:1226119-1254501	0	0
XLOC_017928	SNPH	chr20:1266315-1309327	4.05022	0.561732
XLOC_017929	SDCBP2-AS1	chr20:1309910-1393172	2.26302	1.39324
XLOC_017930	FKBP1A-SDCBP2	chr20:1309910-1393172	0.346998	0.931479
XLOC_017931	FKBP1A-SDCBP2	chr20:1309910-1393172	0.0632055	0.503642
XLOC_017932	SIRPG-AS1	chr20:1629151-1686504	0	0
XLOC_017933	SIRPA	chr20:1894166-1940513	15.2712	9.63385
XLOC_017934	STK35	chr20:2101881-2148552	5.03858	3.94042
XLOC_017935	LOC388780	chr20:2206927-2213151	4.1273	1.11657
XLOC_017936	TGM3	chr20:2295966-2341079	9.71477	11.971
XLOC_017937	TGM6	chr20:2380907-2432753	0	0
XLOC_017938	TMC2	chr20:2536606-2641784	0.0211969	0
XLOC_017939	"MIR1292,NOP56,SNORD86"	chr20:2652531-2664219	44.4136	49.9784
XLOC_017940	SNORD110	chr20:2652531-2664219	0	0
XLOC_017941	SNORA51	chr20:2652531-2664219	0	0
XLOC_017942	SNORD56	chr20:2652531-2664219	0	0
XLOC_017943	SNORD57	chr20:2652531-2664219	0	0
XLOC_017944	EBF4	chr20:2692877-2760108	1.1284	5.01625
XLOC_017945	C20orf141	chr20:2814986-2815830	0	0
XLOC_017946	TMEM239	chr20:2816329-2817158	0	0
XLOC_017947	"PTPRA,VPS16"	chr20:2835314-3038669	27.7919	23.3001
XLOC_017948	"GNRH2,MRPS26"	chr20:3043621-3048251	69.3919	52.7993
XLOC_017949	OXT	chr20:3071619-3072517	3.18912	2.21719
XLOC_017950	UBOX5-AS1	chr20:3106910-3159910	0	0
XLOC_017951	ITPA	chr20:3208867-3223870	88.7595	56.1781
XLOC_017952	ATRN	chr20:3471017-3651122	41.0388	24.3364
XLOC_017953	HSPA12B	chr20:3732669-3753111	1.14859	1.13447
XLOC_017954	CDC25B	chr20:3786771-3806121	15.4167	45.9173
XLOC_017955	LOC101929125	chr20:3808493-3812434	0.0877022	0.526635
XLOC_017956	AP5S1	chr20:3820523-3829001	8.977	8.23306
XLOC_017957	MAVS	chr20:3846798-3876358	5.03214	5.9919
XLOC_017958	PANK2	chr20:3888405-3923855	10.6002	9.03458
XLOC_017959	MIR103A2	chr20:3888405-3923855	0	0
XLOC_017960	SMOX	chr20:4148778-4187747	4.06852	7.00981
XLOC_017961	LINC01433	chr20:4193089-4195953	0	0
XLOC_017962	PRNP	chr20:4686150-4701588	9.15067	19.8292
XLOC_017963	PRND	chr20:4721853-4728462	0.00668991	0.0767082
XLOC_017964	PCNA-AS1	chr20:5114952-5126622	62.937	132.417
XLOC_017965	CDS2	chr20:5126760-5197887	6.8565	4.70515
XLOC_017966	LOC643406	chr20:5471195-5477134	0.0409177	0.00986226
XLOC_017967	-	chr20:5493085-5495651	0.189063	0.28211
XLOC_017968	C20orf196	chr20:5750386-5864407	8.67473	4.314
XLOC_017969	CHGB	chr20:5911327-5925359	0.0161087	0.0523165
XLOC_017970	MCM8	chr20:5950651-6005821	2.23517	2.86647
XLOC_017971	CRLS1	chr20:6006092-6040059	29.1591	19.9217
XLOC_017972	CASC20	chr20:6426731-6528459	0	0.0296905
XLOC_017973	BMP2	chr20:6708959-6780484	1.99629	6.41399
XLOC_017974	LOC101929312	chr20:7347432-7368501	0	0
XLOC_017975	MIR8062	chr20:7371607-7371692	0	0
XLOC_017976	PLCB1	chr20:8132264-8884901	2.72992	3.28055
XLOC_017977	RNU105B	chr20:8132264-8884901	0	0
XLOC_017978	PLCB4	chr20:9069053-9480815	0.911691	0.048835
XLOC_017979	LAMP5	chr20:9505179-9530524	0.0111291	0.18933
XLOC_017980	LOC101929371	chr20:9986332-10007116	0	0.0496789
XLOC_017981	ANKEF1	chr20:10023811-10307422	4.15114	7.24007
XLOC_017982	SNAP25-AS1	chr20:10023811-10307422	0.308168	0.0753266
XLOC_017983	SNAP25	chr20:10023811-10307422	2.50038	9.90729
XLOC_017984	SLX4IP	chr20:10435302-10628035	1.48227	1.27292
XLOC_017985	LOC101929395	chr20:10753089-10754027	0.21089	0
XLOC_017986	BTBD3	chr20:11890722-11926595	5.12269	5.11328
XLOC_017987	LOC100505515	chr20:12865203-12952519	0	0
XLOC_017988	SPTLC3	chr20:13008963-13169178	4.09472	4.21743
XLOC_017989	ISM1	chr20:13220190-13300869	0.96594	1.04902
XLOC_017990	NDUFAF5	chr20:13714321-13818421	4.21525	3.83561
XLOC_017991	MACROD2	chr20:13995498-16053196	1.19821	1.64916
XLOC_017992	MACROD2-IT1	chr20:13995498-16053196	0	0
XLOC_017993	SNRPB2	chr20:16729963-16741772	33.8694	45.3034
XLOC_017994	OTOR	chr20:16748352-16752164	0	0
XLOC_017995	PCSK2	chr20:17226106-17484577	0	0.00561507
XLOC_017996	DSTN	chr20:17493904-17609936	140.098	102.232
XLOC_017997	BANF2	chr20:17693674-17735872	0	0
XLOC_017998	MGME1	chr20:17941593-17991124	9.2898	7.7735
XLOC_017999	"CSRP2BP,PET117"	chr20:18137826-18188387	15.7915	11.3565
XLOC_018000	ZNF133	chr20:18288282-18316996	5.46274	3.83994
XLOC_018001	LINC00851	chr20:18379048-18381483	0	0
XLOC_018002	POLR3F	chr20:18467388-18484648	6.61931	4.9883
XLOC_018003	MIR3192	chr20:18467388-18484648	0	0
XLOC_018004	SEC23B	chr20:18507543-18561415	20.2088	21.9281
XLOC_018005	LINC00493	chr20:18567428-18569559	175.512	106.835
XLOC_018006	DTD1	chr20:18587911-18763916	27.2833	15.5996
XLOC_018007	LOC100270804	chr20:18787970-18796065	0.506199	0.22108
XLOC_018008	SCP2D1	chr20:18809350-18830203	0	0
XLOC_018009	SLC24A3	chr20:19212645-19722897	0.426938	0.110315
XLOC_018010	RIN2	chr20:19757615-20002459	5.40962	6.17051
XLOC_018011	NAA20	chr20:20017053-20360702	103.32	116.355
XLOC_018012	CFAP61	chr20:20017053-20360702	0.0348982	1.13418
XLOC_018013	INSM1	chr20:20368120-20370948	0.430817	0
XLOC_018014	KIZ	chr20:21125982-21246620	8.99561	3.82073
XLOC_018015	XRN2	chr20:21302787-21389877	16.638	21.812
XLOC_018016	LOC101929625	chr20:21570023-21703585	0	0.0648217
XLOC_018017	PAX1	chr20:21705658-21718486	0	0.00454021
XLOC_018018	LINC01432	chr20:22054089-22074654	0	0
XLOC_018019	SSTR4	chr20:23035419-23036677	0	0
XLOC_018020	NXT1	chr20:23350735-23354771	18.4113	14.9526
XLOC_018021	GZF1	chr20:23361517-23373066	3.05241	2.95862
XLOC_018022	CSTL1	chr20:23439684-23444930	0.0473955	0
XLOC_018023	CST8	chr20:23491100-23496018	0	0
XLOC_018024	CST13P	chr20:23519145-23542018	0	0
XLOC_018025	FLJ33581	chr20:24199766-24224588	0	0
XLOC_018026	SYNDIG1	chr20:24469198-24666617	0	0
XLOC_018027	CST7	chr20:24949229-24959928	2.36596	6.03935
XLOC_018028	ENTPD6	chr20:25184671-25228217	32.0767	26.0215
XLOC_018029	PYGB	chr20:25243073-25390982	116.039	109.786
XLOC_018030	GINS1	chr20:25407686-25448623	3.38207	4.61793
XLOC_018031	ZNF337-AS1	chr20:25624044-25696904	3.75029	2.21011
XLOC_018032	-	chr20:25751191-25752787	4.83697	2.44353
XLOC_018033	LOC101926955	chr20:25955811-25969288	0.00292218	0.0153191
XLOC_018034	LOC100134868	chr20:26009798-26023254	0.699895	0.582376
XLOC_018035	FAM182A	chr20:26054613-26086917	0	0
XLOC_018036	FRG1DP	chr20:29080389-29096832	0	0
XLOC_018037	FRG1BP	chr20:30377177-30417646	4.7502	6.10293
XLOC_018038	DEFB115	chr20:31257663-31259632	0	0
XLOC_018039	DEFB118	chr20:31368617-31373902	0	0
XLOC_018040	DEFB123	chr20:31440518-31450257	0	0
XLOC_018041	REM1	chr20:31475287-31484905	0.0680885	0.0922893
XLOC_018042	LINC00028	chr20:31485777-31487574	0	0
XLOC_018043	HM13	chr20:31514409-31573263	142.655	144.157
XLOC_018044	MCTS2P	chr20:31514409-31573263	0.920959	1.17653
XLOC_018045	ID1	chr20:31605282-31606514	62.1764	99.9946
XLOC_018046	MIR3193	chr20:31607185-31607240	0	0
XLOC_018047	COX4I2	chr20:31637887-31644997	1.19544	0.987758
XLOC_018048	ABALON	chr20:31664457-31723954	38.2319	36.5107
XLOC_018049	TPX2	chr20:31739100-31801802	5.47751	11.872
XLOC_018050	MYLK2	chr20:31819374-31834697	0.0173381	0.0204731
XLOC_018051	TTLL9	chr20:31870701-31943055	0	0.00980727
XLOC_018052	XKR7	chr20:31968001-31998453	0	0
XLOC_018053	MIR7641-2	chr20:32008386-32008436	0	0
XLOC_018054	CCM2L	chr20:32010429-32032466	0.702765	0.72577
XLOC_018055	HCK	chr20:32052187-32101854	0.911301	5.55337
XLOC_018056	TM9SF4	chr20:32109505-32167258	20.0958	21.7635
XLOC_018057	"MIR1825,POFUT1"	chr20:32207892-32238664	16.6642	17.4965
XLOC_018058	KIF3B	chr20:32277650-32335008	11.8782	9.75781
XLOC_018059	ASXL1	chr20:32358343-32439321	9.43262	8.81787
XLOC_018060	LOC101929698	chr20:32443057-32585073	0	0
XLOC_018061	LOC149950	chr20:32587478-32608892	0	0.0378989
XLOC_018062	DNMT3B	chr20:32762384-32809356	1.33921	0.733193
XLOC_018063	MAPRE1	chr20:32819892-32850405	25.229	30.9964
XLOC_018064	BPIFB2	chr20:33007577-33023709	0.503788	0.716434
XLOC_018065	BPIFB6	chr20:33031647-33044047	0	0
XLOC_018066	BPIFB3	chr20:33055330-33073637	0	0
XLOC_018067	BPIFB4	chr20:33081511-33111751	0.0127233	0.00782587
XLOC_018068	BPIFA2	chr20:33168153-33181417	0	0
XLOC_018069	BPIFA4P	chr20:33193604-33210462	0	0
XLOC_018070	BPIFA3	chr20:33217309-33227806	0	0
XLOC_018071	BPIFA1	chr20:33235995-33243309	0	0.571519
XLOC_018072	BPIFB1	chr20:33283134-33309878	0.0326129	0.413122
XLOC_018073	CBFA2T2	chr20:33490115-33650031	3.55217	3.32463
XLOC_018074	C20orf144	chr20:33657086-33674458	0.0899256	0
XLOC_018075	ACTL10	chr20:33657086-33674458	2.38412	0.557283
XLOC_018076	ZNF341	chr20:33731759-33811099	2.90695	1.94459
XLOC_018077	CHMP4B	chr20:33811303-33854367	91.7815	62.685
XLOC_018078	RALY	chr20:33989990-34083185	30.1365	27.7898
XLOC_018079	MIR4755	chr20:33989990-34083185	0	0
XLOC_018080	ASIP	chr20:34260364-34269342	0.175824	2.83439
XLOC_018081	ITCH	chr20:34363234-34511393	9.45188	7.17911
XLOC_018082	MIR644A	chr20:34363234-34511393	0	0
XLOC_018083	DYNLRB1	chr20:34516383-34540966	264.955	280.921
XLOC_018084	MAP1LC3A	chr20:34546883-34560345	88.0491	19.8326
XLOC_018085	TP53INP2	chr20:34560539-34713437	10.1618	11.1252
XLOC_018086	ACSS2	chr20:34874962-34927966	30.0287	27.9834
XLOC_018087	MYH7B	chr20:34955834-35092815	15.0607	0.149566
XLOC_018088	MIR499A	chr20:34955834-35092815	0	0
XLOC_018089	PROCR	chr20:35115356-35177362	47.9618	7.48199
XLOC_018090	MMP24	chr20:35226735-35284932	1.35991	0.538533
XLOC_018091	FAM83C-AS1	chr20:35285250-35292422	0	0.217462
XLOC_018092	CEP250	chr20:35455177-35512021	6.81105	4.62658
XLOC_018093	ERGIC3	chr20:35542028-35557634	164.732	142.783
XLOC_018094	SPAG4	chr20:35615769-35622069	3.67448	5.46225
XLOC_018095	ROMO1	chr20:35668687-35700982	308.889	256.997
XLOC_018096	PHF20	chr20:35772000-35950471	12.2741	9.18966
XLOC_018097	CNBD2	chr20:35968580-36030700	0.214534	0.0309856
XLOC_018098	EPB41L1	chr20:36091503-36232799	3.21249	3.26346
XLOC_018099	AAR2	chr20:36236416-36256941	15.6777	14.0658
XLOC_018100	DLGAP4	chr20:36306322-36573275	15.3113	17.7678
XLOC_018101	MYL9	chr20:36306322-36573275	24.1342	43.5774
XLOC_018102	"C20orf24,TGIF2,TGIF2-C20orf24"	chr20:36573472-36646216	128.889	166.723
XLOC_018103	TLDC2	chr20:36876120-36951843	2.66967	1.92683
XLOC_018104	SAMHD1	chr20:36876120-36951843	5.44739	13.5154
XLOC_018105	RPN2	chr20:37101225-37241624	146.303	115.861
XLOC_018106	MANBAL	chr20:37289647-37317262	46.6826	40.3252
XLOC_018107	SRC	chr20:37344684-37405432	16.2334	17.6417
XLOC_018108	NNAT	chr20:37517416-37527931	0.0720537	0.105756
XLOC_018109	LOC100287792	chr20:37676909-37683234	0.0268116	0.0981713
XLOC_018110	CTNNBL1	chr20:37693954-37872129	20.8802	24.5832
XLOC_018111	VSTM2L	chr20:37903096-37945345	6.86889	13.5375
XLOC_018112	RPRD1B	chr20:38033545-38092367	12.3227	10.9708
XLOC_018113	LOC149684	chr20:38210504-38288946	0	0.364346
XLOC_018114	BPI	chr20:38304149-38337503	0	0.014412
XLOC_018115	LBP	chr20:38345726-38383692	9.34366	154.295
XLOC_018116	"SNHG11,SNORA71E"	chr20:38446653-38450939	12.6033	7.78833
